"394","Granada","Spain","37.496651","-2.767181","1.0","0","1"
"395","Colombo","Sri Lanka","6.927079","79.861244","5.5","0","1"
"396","Gothenburg","Sweden","57.70887","11.97456","1.0","0","1"
"397","Jonkoping","Sweden","57.78145","14.15618","1.0","0","1"
"398","Molndal","Sweden","57.6554","12.01378","1.0","0","1"
"399","Pitea","Sweden","65.31717","21.47944","1.0","0","1"
"400","Stockholm","Sweden","59.334591","18.06324","1.0","0","1"
"401","Vasteras","Sweden","59.6099","16.5448","1.0","0","1"
"402","Mariestad","Sweden","58.06670000","13.83330000","1.0","0","1"
"403","Bern","Switzerland","46.947456","7.451123","1.0","0","1"
"404","Geneva","Switzerland","46.204391","6.143158","1.0","0","1"
"405","Zurich","Switzerland","47.451542","8.564572","1.0","0","1"
"406","Damascus","Syria","33.510414","36.278336","2.0","0","1"
"407","Dar-es-salaam","Tanzania","-6.81281","39.273933","3.0","0","1"
"408","Iringa","Tanzania","-7.76667","35.7","3.0","0","1"
"409","Mbeya","Tanzania","-8.8999996","33.4500008","3.0","0","1"
"410","Morogoro","Tanzania","-6.830373","37.670589","3.0","0","1"
"411","Mwanza","Tanzania","-2.51667","32.9000015","3.0","0","1"
"412","Tanga","Tanzania","-5.06893","39.09875","3.0","0","1"
"413","Bangkok","Thailand","13.736717","100.523186","7.0","0","1"
"414","Ankara","Turkey","39.925533","32.866287","2.0","0","1"
"415","Giresun","Turkey","40.91698","38.38741","2.0","0","1"
"416","Istanbul","Turkey","41.015137","28.97953","2.0","0","1"
"417","Trabzon","Turkey","41.0050011","39.7269402","2.0","0","1"
"418","Abu Dhabi","UAE","24.466667","54.366669","4.0","0","1"
"419","Ajman","UAE","25.41111","55.43504","4.0","0","1"
"420","Al ain","UAE","24.2075","55.74472","4.0","0","1"
"421","Dubai","UAE","25.276987","55.296249","4.0","0","1"
"422","Sharjah","UAE","25.322327","55.513641","4.0","0","1"
"423","Kampala","Uganda","0.347596","32.58252","3.0","0","1"
"424","Aberdeen","UK","57.149651","-2.099075","0.0","0","1"
"425","Basingstoke","UK","51.26249","-1.08708","0.0","0","1"
"426","Birmingham","UK","52.489471","-1.898575","0.0","0","1"
"427","Blackburn - lancashire","UK","53.75","-2.48333","0.0","0","1"
"428","Bolton","UK","53.60659","-2.429451","0.0","0","1"
