"194","6","Syedna Feerkhan Shujauddin (Ra) In Ahmedabad (India) 33ma Dai Al Mutlaq","<p><img width=""800"" height=""2500"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/SFS.jpg"" /></p>","8-11","1","1","1","https://www.aajnodin.com/fck_eg/image/SFS.jpg"
"195","6","Syedna Ali Bin Mohammed As Sulaihi,  Yemen","<p>Details will be updated soon.</p>","10-11","1","0","1",
"196","6","Syedi Hasan Bin Nooh Bharuchi (A.Q),  Masaar","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/hasan-bin-nooh.jpg"" /></p>","10-11","1","1","1","https://www.aajnodin.com/fck_eg/image/hasan-bin-nooh.jpg"
"199","6","Syedna Ali Bin Syedna Husain (Ra)  Sanaa (Yemen) 9ma Dai Al Mutlaq","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/9th.jpg"" /></p>","12-11","1","1","1","https://www.aajnodin.com/fck_eg/image/9th.jpg"
"756","6","Syedna Taiyeb Zainuddin (RA) 45ma Dai ul Mutlaq Surat","<p><input type=""image"" src=""https://www.aajnodin.com/fck_eg/image/45ma-Dai-ul-Mutlaq.jpg"" width=""800"" height=""1753"" />&nbsp;</p>","14-11","1","1","1",
"201","6","Rani Bai Saheba (A.Q), Mundra Binta Syedna Ismail Badruddin (R.A)","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Rani-aaisaheba(1).jpg"" /></p>","14-11","1","1","1","https://www.aajnodin.com/fck_eg/image/Rani-aaisaheba(1).jpg"
"837","1","Syedna Ali Shamsuddin (RA) 22ma Dai ul Mutlaq Yemen","<p><input type=""image"" src=""http://www.aajnodin.com/fck_eg/image/22ma%20duat%20yemen.jpg"" />&nbsp;</p>","21-11","1","1","0",
"209","6","Syedi Khoj Bin Malak , (AQ)  Kaparwanj","<p><img width=""790"" height=""1200"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/SYEDI%20KHOJ%20SAHEB%20copy.jpg"" /></p>","5-12","1","1","1","https://www.aajnodin.com/fck_eg/image/SYEDI%20KHOJ%20SAHEB%20copy.jpg"
"210","6","Maulai Feroz Bin Ismailji (A.Q), Ahmedabad","<p style=""text-align: center; ""><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/MOULAYA%20FIROSE%20copy.jpg"" /></p>","12-12","1","1","1","https://www.aajnodin.com/fck_eg/image/MOULAYA%20FIROSE%20copy.jpg"
"211","6","Mukasir Ud Dawat Syedi Ishaq Bs Jamaluddin (A.Q)  MUMBAI","<img alt="""" src=""https://www.aajnodin.com/fck_eg/image/SYEDI%20ISAQBHAISAHEB%20copy.jpg"" />","15-12","1","1","1","https://www.aajnodin.com/fck_eg/image/SYEDI%20ISAQBHAISAHEB%20copy.jpg"
"212","6","Syedna Yusuf Najmuddin (RA)  Taibah (Yemen) 24ma Dai Al Mutlaq","<p style=""text-align: center; ""><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/SY%20NAJMUDDIN%20RA%20copy.jpg"" /></p>","15-12","1","1","1","https://www.aajnodin.com/fck_eg/image/SY%20NAJMUDDIN%20RA%20copy.jpg"
"217","6","Syedna Mohammed Burhanuddin (RA) Surat, 49ma Dai ul Mutlaq","<p style=""text-align: center; ""><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/49TH-DAI.jpg"" />&nbsp;</p>","26-12","1","1","1","https://www.aajnodin.com/fck_eg/image/49TH-DAI.jpg"
"218","6","Ganj Shohoda (A.Q), Ahmednagar","<p>details will be uploaded soon.</p>","26-12","1","0","0",
"227","6","Syedna Ibrahim Wajihuddin (RA) Ujjain ,39ma Dai Al Mutlaq","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/syedna ibrahim(2).jpg"" /></p>","16-1","1","1","1","https://www.aajnodin.com/fck_eg/syedna ibrahim(2).jpg"
